,Artista,link
536,Zendaya,https://www.bandsintown.com/a/1565415?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
537,Kimbra,https://www.bandsintown.com/a/445837?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
538,Kristin Chenoweth,https://www.bandsintown.com/a/4920?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
539,boy pablo,https://www.bandsintown.com/a/13156459?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
540,Emarosa,https://www.bandsintown.com/a/32539?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
541,Drake Bell,https://www.bandsintown.com/a/1005?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
542,Ms Mr,https://www.bandsintown.com/a/2063286?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
543,McFly,https://www.bandsintown.com/a/299?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
544,Parmalee,https://www.bandsintown.com/a/6303?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
545,Beach Fossils,https://www.bandsintown.com/a/297958?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
546,Kiesza,https://www.bandsintown.com/a/976685?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
547,Girl Talk,https://www.bandsintown.com/a/1883?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
548,Danielle Bradbery,https://www.bandsintown.com/a/6747209?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
549,Pia Mia,https://www.bandsintown.com/a/2109263?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
550,Britt Nicole,https://www.bandsintown.com/a/33929?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
551,of Montreal,https://www.bandsintown.com/a/1255?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
552,Ella Henderson,https://www.bandsintown.com/a/4294542?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
553,Alan Palomo (Neon Indian),https://www.bandsintown.com/a/304870?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
554,AURORA,https://www.bandsintown.com/a/25117?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
555,Rufus Wainwright,https://www.bandsintown.com/a/1225?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
556,R5,https://www.bandsintown.com/a/1352232?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
557,Three Dog Night,https://www.bandsintown.com/a/3153?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
558,Gareth Emery,https://www.bandsintown.com/a/9434?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
559,Westlife,https://www.bandsintown.com/a/2326?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
560,Tokio Hotel,https://www.bandsintown.com/a/4908?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
561,Hedley,https://www.bandsintown.com/a/1979?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
562,LeAnn Rimes,https://www.bandsintown.com/a/2124?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
563,Savage Garden,https://www.bandsintown.com/a/38400?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
564,Cheryl,https://www.bandsintown.com/a/388633?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
565,TV Girl,https://www.bandsintown.com/a/1060018?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
566,Being As An Ocean,https://www.bandsintown.com/a/1588836?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
567,Why Don't We,https://www.bandsintown.com/a/14034506?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
568,Cults,https://www.bandsintown.com/a/758337?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
569,Teyana Taylor,https://www.bandsintown.com/a/32417?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
570,Alex & Sierra,https://www.bandsintown.com/a/6871587?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
571,Jake Miller,https://www.bandsintown.com/a/13455985?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
572,The Human League,https://www.bandsintown.com/a/50640?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
573,Kris Allen,https://www.bandsintown.com/a/274883?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
574,Jeremy Zucker,https://www.bandsintown.com/a/12724991?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
575,Wham!,https://www.bandsintown.com/a/50426?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
576,Jonas Blue,https://www.bandsintown.com/a/10690086?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
577,Don Diablo,https://www.bandsintown.com/a/12161?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
578,Knuckle Puck,https://www.bandsintown.com/a/1812070?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
579,Wyclef Jean,https://www.bandsintown.com/a/913?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
580,The Academy Is...,https://www.bandsintown.com/a/163?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
581,Travis,https://www.bandsintown.com/a/3785?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
582,Carpenters,https://www.bandsintown.com/a/50893?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
583,Devo,https://www.bandsintown.com/a/1829?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
584,Hillsong Young & Free,https://www.bandsintown.com/a/7625557?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
585,Alvvays,https://www.bandsintown.com/a/7011721?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
586,Pixie Lott,https://www.bandsintown.com/a/266828?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
587,Kings of Convenience,https://www.bandsintown.com/a/1899?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
588,Sky Ferreira,https://www.bandsintown.com/a/352083?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
589,Guy Sebastian,https://www.bandsintown.com/a/6642?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
590,Eve 6,https://www.bandsintown.com/a/26641?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
591,Dermot Kennedy,https://www.bandsintown.com/a/3141879?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
592,Babasónicos,https://www.bandsintown.com/a/50534?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
593,Jeffree Star,https://www.bandsintown.com/a/53?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
594,Jacquees,https://www.bandsintown.com/a/1231475?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
595,Simply Red,https://www.bandsintown.com/a/6644?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
596,Tom Jones,https://www.bandsintown.com/a/28449?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
597,Mitchell Tenpenny,https://www.bandsintown.com/a/1600456?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
598,Hey Monday,https://www.bandsintown.com/a/198150?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
599,The Jungle Giants,https://www.bandsintown.com/a/1325135?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
600,Maddie and Tae,https://www.bandsintown.com/a/9385946?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
601,The Cardigans,https://www.bandsintown.com/a/707?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
602,Alex Aiono,https://www.bandsintown.com/a/1242176?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
603,David Cook,https://www.bandsintown.com/a/183815?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
604,Barry Manilow,https://www.bandsintown.com/a/3176?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
605,Timeflies,https://www.bandsintown.com/a/1231486?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
610,Coldplay,https://www.bandsintown.com/a/99?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
614,Imagine Dragons,https://www.bandsintown.com/a/330488?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
617,The Weeknd,https://www.bandsintown.com/a/1371750?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
623,Arctic Monkeys,https://www.bandsintown.com/a/430?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
625,The Killers,https://www.bandsintown.com/a/52?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
628,System of a Down,https://www.bandsintown.com/a/54?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
632,Radiohead,https://www.bandsintown.com/a/25874?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
638,Kid Cudi,https://www.bandsintown.com/a/169408?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
640,Florence and The Machine,https://www.bandsintown.com/a/190758?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
644,twenty one pilots,https://www.bandsintown.com/a/6986370?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
646,Korn,https://www.bandsintown.com/a/57?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
649,Weezer,https://www.bandsintown.com/a/140?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
650,Three Days Grace,https://www.bandsintown.com/a/28?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
652,Halsey,https://www.bandsintown.com/a/2658914?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
654,Gorillaz,https://www.bandsintown.com/a/132?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
658,MGMT,https://www.bandsintown.com/a/37420?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
661,Hozier,https://www.bandsintown.com/a/2643026?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
663,The Cure,https://www.bandsintown.com/a/384?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
664,The Smashing Pumpkins,https://www.bandsintown.com/a/26082?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
665,The 1975,https://www.bandsintown.com/a/2416494?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
666,All Time Low,https://www.bandsintown.com/a/695?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
669,The Strokes,https://www.bandsintown.com/a/258?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
670,Vampire Weekend,https://www.bandsintown.com/a/139032?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
671,Of Monsters and Men,https://www.bandsintown.com/a/1229043?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
673,Death Cab for Cutie,https://www.bandsintown.com/a/117?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
675,Cage the Elephant,https://www.bandsintown.com/a/12755?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
676,Alt-J,https://www.bandsintown.com/a/11178017?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
677,Arcade Fire,https://www.bandsintown.com/a/3235?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
679,Oasis,https://www.bandsintown.com/a/249?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
680,Alice in Chains,https://www.bandsintown.com/a/908?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
685,Modest Mouse,https://www.bandsintown.com/a/438?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
686,Depeche Mode,https://www.bandsintown.com/a/346?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
688,Seether,https://www.bandsintown.com/a/167?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
690,Beck,https://www.bandsintown.com/a/388?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
691,The Neighbourhood,https://www.bandsintown.com/a/750838?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
697,Nine Inch Nails,https://www.bandsintown.com/a/421?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
700,Deftones,https://www.bandsintown.com/a/81?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
702,Phoenix,https://www.bandsintown.com/a/1040?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
703,Pixies,https://www.bandsintown.com/a/417?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
705,Thirty Seconds to Mars,https://www.bandsintown.com/a/101?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
711,Joshua Leventhal,https://www.bandsintown.com/a/15269718?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
716,86TVs,https://www.bandsintown.com/a/15511562?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
720,Ashes Fall,https://www.bandsintown.com/a/2170597?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
724,Shirley Holmes,https://www.bandsintown.com/a/979436?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
